Ukprn,Name,ApplicationType,StartDate,Status,ApplicationDeterminedDate
10032857,HARRIET ELLIS TRAINING SOLUTIONS LIMITED T/A Harriet Ellis Training and Recruitment Group,Main provider,13/03/2017,,31/05/2022
10032396,ENCOMPASS CONSULTANCY LIMITED T/A Encompass Consultancy,Main provider,13/03/2017,,31/05/2022
10031912,DEBUT TRAINING ACADEMY LIMITED,Main provider,13/03/2017,,31/05/2022
10031876,FIT UK TRAINING & EDUCATION LTD,Main provider,13/03/2017,,31/05/2022
10031028,GLAS BUSINESS SOLUTIONS LIMITED,Main provider,13/03/2017,,31/05/2022
10030926,FIRST INTUITION CAMBRIDGE LIMITED T/A First Intuition,Main provider,13/03/2017,,31/05/2022
10030838,GTG TRAINING LIMITED,Main provider,13/03/2017,,31/05/2022
10030502,GROUP HORIZON LIMITED T/A Group Horizon,Main provider,13/03/2017,,31/05/2022
10028919,EXCEED TRAINING COMPANY LIMITED,Main provider,14/08/2020,,31/05/2022
10026397,THE NVQ TRAINING CENTRE LIMITED,Main provider,13/03/2017,,31/05/2022
10026238,FASHION - ENTER LTD,Main provider,17/05/2017,,31/05/2022
10023428,MEDIPRO LIMITED,Main provider,07/04/2020,,31/05/2022
10020244,TRAINING ASSESSMENT & CONSULTANCY SERVICES LIMITED T/A TACS Ltd,Main provider,30/01/2020,,31/05/2022
10019464,BEST PRACTICE NETWORK LIMITED,Main provider,23/07/2020,,31/05/2022
10013118,D.T.K. BUSINESS SERVICES LIMITED,Main provider,29/10/2020,,31/05/2022
10008173,UNIVERSITY COLLEGE OF ESTATE MANAGEMENT,Main provider,13/03/2017,,31/05/2022
10005760,SOUTHAMPTON ENGINEERING TRAINING ASSOCIATION LIMITED (THE) T/A SETA,Main provider,13/03/2017,,31/05/2022
10005422,REED BUSINESS SCHOOL LIMITED,Main provider,13/03/2017,,31/05/2022
10005064,PETA LIMITED T/A Peta Ltd,Main provider,13/03/2017,,31/05/2022
10004935,OXFORD PROFESSIONAL EDUCATION GROUP LIMITED,Main provider,10/08/2020,,31/05/2022
10004440,M I T SKILLS LIMITED,Main provider,13/03/2017,,31/05/2022
10003889,LESLIE FRANCES (HAIR FASHIONS) LIMITED T/A Leslie Frances Training,Main provider,13/03/2017,,31/05/2022
10003456,JARVIS TRAINING MANAGEMENT LIMITED,Main provider,13/03/2017,,31/05/2022
10003252,CILEX LAW SCHOOL LIMITED T/A CILEx Law School,Main provider,13/03/2017,,31/05/2022
10004727,NORTH YORKSHIRE COUNTY COUNCIL,Main provider,28/02/2020,,31/05/2022
10002697,GLOUCESTERSHIRE COUNTY COUNCIL T/A Adult Education in Gloucestershire,Main provider,13/03/2017,,31/05/2022
10007805,UNIVERSITY OF STRATHCLYDE,Main provider,26/06/2020,,31/05/2022
10007795,THE UNIVERSITY OF LEEDS T/A University of Leeds,Main provider,13/03/2017,,31/05/2022
10007793,UNIVERSITY OF SOUTH WALES/PRIFYSGOL DE CYMRU,Main provider,13/03/2017,,31/05/2022
10007785,THE UNIVERSITY OF BRADFORD,Main provider,17/05/2017,,31/05/2022
10007768,THE UNIVERSITY OF LANCASTER T/A Lancaster University,Main provider,13/03/2017,,31/05/2022
10007141,UNIVERSITY OF CENTRAL LANCASHIRE,Main provider,13/03/2017,,31/05/2022
10000291,ANGLIA RUSKIN UNIVERSITY HIGHER EDUCATION CORPORATION,Main provider,13/03/2017,,31/05/2022
10007977,HEART OF WORCESTERSHIRE COLLEGE,Main provider,13/03/2017,,31/05/2022
10041295,COLEG CAMBRIA,Main provider,13/03/2017,,31/05/2022
10001467,CITY OF BRISTOL COLLEGE,Main provider,09/06/2017,,31/05/2022
10000812,BOSTON COLLEGE,Main provider,13/03/2017,,31/05/2022
10030408,GOWER COLLEGE SWANSEA,Main provider,13/03/2017,,31/05/2022
10007166,UNIVERSITY OF WOLVERHAMPTON T/A University of Wolverhampton,Main provider,13/03/2017,,31/05/2022
10007802,THE UNIVERSITY OF READING T/A University of Reading,Main provider,13/03/2017,,31/05/2022
10007801,UNIVERSITY OF PLYMOUTH,Main provider,17/05/2017,,31/05/2022
10007147,UNIVERSITY OF HERTFORDSHIRE T/A University of Hertfordshire,Main provider,13/03/2017,,31/05/2022
10007145,UNIVERSITY OF GLOUCESTERSHIRE,Main provider,13/03/2017,,31/05/2022
10004714,NORTH TYNESIDE METROPOLITAN BOROUGH COUNCIL T/A North Tyneside Adult Learning Service,Main provider,30/01/2018,,31/05/2022
10007799,UNIVERSITY OF NEWCASTLE UPON TYNE T/A Newcastle University,Main provider,13/03/2017,,31/05/2022
10007161,TEESSIDE UNIVERSITY,Main provider,13/03/2017,,31/05/2022
10001726,COVENTRY UNIVERSITY,Main provider,13/03/2017,,31/05/2022
10003678,KINGSTON UNIVERSITY,Main provider,13/03/2017,,31/05/2022
10004113,LOUGHBOROUGH UNIVERSITY,Main provider,13/03/2017,,31/05/2022
10001585,CERT C.I.C.,Main provider,13/03/2017,,31/03/2022
10007289,HEART OF YORKSHIRE EDUCATION GROUP,Main provider,17/05/2017,,28/04/2022
10007796,THE UNIVERSITY OF LEICESTER T/A University of Leicester,Main provider,18/05/2022,,31/03/2022
10001134,CAMPUS TRAINING LIMITED,Main provider,13/05/2022,,31/03/2022
10063666,D & A TRAINING & ASSESSMENT LTD,Main provider,13/05/2022,,31/03/2022
10058314,FOUR CS MAT T/A FOUR CS MAT (Academy Trust),Main provider,29/04/2022,,24/02/2022
10013122,SYSCO BUSINESS SKILLS ACADEMY LIMITED,Main provider,13/03/2017,,28/04/2022
10009085,NORTH HUMBERSIDE MOTOR TRADES GROUP TRAINING ASSOCIATION,Main provider,13/03/2017,,28/04/2022
10022503,PROVQ LIMITED,Main provider,13/03/2017,,28/04/2022
10007798,THE UNIVERSITY OF MANCHESTER T/A University of Manchester,Main provider,30/01/2018,,28/04/2022
10008915,COMMON COUNCIL OF THE CITY OF LONDON T/A City of London Adult Community Learning,Main provider,13/03/2017,,28/04/2022
10027269,WORKFORCE TRAINING & DEVELOPMENT LTD,Main provider,17/05/2017,,28/04/2022
10030589,SUFFOLK POLICE AND CRIME COMMISSIONER,Supporting provider,28/04/2022,,28/04/2022
10004930,OXFORD BROOKES UNIVERSITY,Main provider,13/03/2017,,28/04/2022
10012762,NORFOLK POLICE AND CRIME COMMISSIONER,Supporting provider,28/04/2022,,28/04/2022
10026899,NEWAY TRAINING SOLUTIONS LIMITED,Supporting provider,23/10/2019,,28/04/2022
10000055,ABINGDON AND WITNEY COLLEGE,Main provider,13/03/2017,,28/04/2022
10020604,LRTT LIMITED,Main provider,13/03/2017,,28/04/2022
10008699,YORKSHIRE COLLEGE OF BEAUTY LIMITED,Main provider,17/05/2017,,28/04/2022
10007155,UNIVERSITY OF PORTSMOUTH,Main provider,13/03/2017,,28/04/2022
10018277,FITCH LEARNING LIMITED T/A FitchLearning,Main provider,17/05/2017,,28/04/2022
10007339,WARRINGTON & VALE ROYAL COLLEGE,Main provider,13/03/2017,,28/04/2022
10025700,VISION TRAINING (NORTH EAST) LIMITED T/A Vision Training,Main provider,13/03/2017,,28/04/2022
10007164,"UNIVERSITY OF THE WEST OF ENGLAND, BRISTOL T/A UWE Bristol",Main provider,13/03/2017,,28/04/2022
10007156,"UNIVERSITY OF SALFORD, THE T/A The University of Salford",Main provider,13/03/2017,,28/04/2022
10022689,"THE INSTITUTE OF REVENUES, RATING AND VALUATION",Main provider,30/01/2018,,28/04/2022
10003206,HUMBERSIDE ENGINEERING TRAINING ASSOCIATION LIMITED,Main provider,13/03/2017,,28/04/2022
10021650,GREENDALE LIMITED T/A ECTA,Main provider,17/05/2017,,28/04/2022
10010335,FIREBRAND TRAINING LIMITED,Main provider,13/03/2017,,28/04/2022
10026843,ELIESHA TRAINING LIMITED,Main provider,17/05/2017,,28/04/2022
10024015,CAPELLA ASSOCIATES LTD,Main provider,17/05/2017,,28/04/2022
10007722,YORKSHIRE TRAINING PARTNERSHIP LIMITED,Main provider,13/03/2017,,28/04/2022
10007417,WEST HERTS COLLEGE,Main provider,13/03/2017,,28/04/2022
10007159,UNIVERSITY OF SUNDERLAND,Main provider,13/03/2017,,28/04/2022
10010513,TRADE SKILLS4U LTD,Main provider,14/08/2020,,28/04/2022
10007424,THE WEST MIDLANDS CREATIVE ALLIANCE LIMITED,Main provider,13/03/2017,,28/04/2022
10007773,THE OPEN UNIVERSITY,Main provider,13/03/2017,,28/04/2022
10022788,THE CHILD CARE COMPANY (OLD WINDSOR) LIMITED T/A The Childcare Company,Main provider,13/03/2017,,28/04/2022
10011023,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,Supporting provider,13/03/2017,,28/04/2022
10016375,PAUL HURT T/A P & R Hurt Education Training,Supporting provider,28/03/2017,,28/04/2022
10018297,NORTON WEBB LIMITED,Main provider,30/01/2020,,28/04/2022
10012442,NISHKAM CIVIC ASSOCIATION T/A Nishkam Centre,Main provider,08/01/2021,,28/04/2022
10018916,IMPACT FUTURES TRAINING LIMITED T/A Impact Futures,Main provider,13/03/2017,,28/04/2022
10026620,HYBRID TECHNICAL SERVICES LIMITED,Main provider,13/03/2017,,28/04/2022
10023829,GLOBAL SKILLS TRAINING LTD,Main provider,13/03/2017,,28/04/2022
10021068,FIRST AVENUE TRAINING LIMITED T/A First Avenue Training,Main provider,14/08/2020,,28/04/2022
10020905,EAST LANCASHIRE CHAMBER OF COMMERCE AND INDUSTRY T/A CHAMBER BUSINESS TRAINING,Supporting provider,28/02/2020,,28/04/2022
10023085,DOVE NEST MANAGEMENT TRAINING AND DEVELOPMENT LIMITED T/A Dove Nest Group,Main provider,30/01/2018,,28/04/2022
10008155,CENTRAL YOUNG MEN'S CHRISTIAN ASSOCIATION,Main provider,30/01/2020,,28/04/2022
10009995,BREEDON HOUSE NURSERIES LIMITED,Supporting provider,13/03/2017,,28/04/2022
10007713,YORK ST JOHN UNIVERSITY,Main provider,13/03/2017,,28/04/2022
10007431,WEST SUFFOLK COLLEGE,Main provider,13/03/2017,,28/04/2022
10007392,WESSEX TRAINING & ASSESSMENT LTD T/A Wessex Training & Assessment,Supporting provider,23/10/2019,,28/04/2022
10007659,W S TRAINING LTD.,Main provider,13/07/2017,,28/04/2022
10007167,UNIVERSITY OF YORK,Main provider,16/04/2018,,28/04/2022
10014001,UNIVERSITY OF SUFFOLK T/A University of Suffolk,Main provider,13/03/2017,,28/04/2022
10007851,UNIVERSITY OF DERBY,Main provider,13/03/2017,,28/04/2022
10007788,UNIVERSITY OF CAMBRIDGE T/A University of Cambridge,Main provider,30/01/2018,,28/04/2022
10019736,UNIQUE TRAINING SOLUTIONS LIMITED T/A Unique Training Solutions Ltd,Main provider,17/05/2017,,28/04/2022
10007455,THE WKCIC GROUP T/A Capital City College Group,Main provider,13/03/2017,,28/04/2022
10007163,THE UNIVERSITY OF WARWICK T/A University of Warwick,Main provider,13/03/2017,,28/04/2022
10007791,THE UNIVERSITY OF ESSEX,Main provider,13/03/2017,,28/04/2022
10007789,THE UNIVERSITY OF EAST ANGLIA T/A University of East Anglia,Main provider,13/03/2017,,28/04/2022
10007842,THE UNIVERSITY OF CUMBRIA,Main provider,13/03/2017,,28/04/2022
10007850,THE UNIVERSITY OF BATH T/A University of Bath,Main provider,13/03/2017,,28/04/2022
10023042,THE SKILLS CENTRE LONDON LIMITED,Main provider,17/05/2017,,28/04/2022
10007916,THE COLLEGE OF WEST ANGLIA,Main provider,13/03/2017,,28/04/2022
10006349,STOKE ON TRENT COLLEGE,Main provider,13/03/2017,,28/04/2022
10018942,STEADFAST TRAINING LTD T/A Steadfast Training,Main provider,13/03/2017,,28/04/2022
10027655,STARTING OFF LIMITED T/A Starting Off,Main provider,13/03/2017,,28/04/2022
10021018,QDOS TRAINING LIMITED,Main provider,30/01/2018,,28/04/2022
10010626,PUFFINS TRAINING LIMITED,Supporting provider,30/01/2018,,28/04/2022
10024075,NORTH WEST ANGLIA NHS FOUNDATION TRUST,Supporting provider,13/03/2017,,28/04/2022
10028012,NORTH STAFFORDSHIRE ENGINEERING GROUP TRAINING ASSOCIATION LIMITED,Main provider,13/03/2017,,28/04/2022
10004355,MIDLAND GROUP TRAINING SERVICES LIMITED,Main provider,13/03/2017,,28/04/2022
10013225,HALIFAX OPPORTUNITIES TRUST,Main provider,13/03/2017,,28/04/2022
10027599,FLOORTRAIN (GB) LIMITED,Main provider,30/01/2020,,28/04/2022
10007823,EDGE HILL UNIVERSITY,Main provider,17/05/2017,,28/04/2022
10020883,EASTWOOD PARK LIMITED,Supporting provider,20/12/2019,,28/04/2022
10024862,DIRECT TRAINING 2 CARE LIMITED,Supporting provider,31/03/2020,,28/04/2022
10025961,CQM TRAINING AND CONSULTANCY LIMITED,Main provider,13/03/2017,,28/04/2022
10024320,CHRYSOS H.R. SOLUTIONS LIMITED,Main provider,30/01/2020,,28/04/2022
10007817,CHICHESTER COLLEGE GROUP,Main provider,13/03/2017,,28/04/2022
10063386,CHESHIRE POLICE AND CRIME COMMISSIONER,Supporting provider,30/07/2019,,28/04/2022
10000473,AYLESBURY COLLEGE T/A Buckinghamshire College Group,Main provider,13/03/2017,,28/04/2022
10019236,ARMONIA LIMITED T/A Armonia Health & Beauty Training Academy,Main provider,13/03/2017,,28/04/2022
10020019,EGLANTINE CATERING LIMITED,Main provider,13/03/2017,,28/04/2022
10007304,WALLACE SCHOOL OF TRANSPORT LIMITED,Supporting provider,30/01/2020,,28/04/2022
10022362,UTILITY & CONSTRUCTION TRAINING LIMITED T/A UCT,Main provider,13/03/2017,,28/04/2022
10023538,TIRO TRAINING LTD,Main provider,13/03/2017,,28/04/2022
10009268,PROFESSIONAL VOCATIONAL TRAINING LTD,Supporting provider,04/08/2020,,28/04/2022
10007527,WILTSHIRE COLLEGE AND UNIVERSITY CENTRE,Main provider,17/05/2017,,28/04/2022
10007434,WEST THAMES COLLEGE,Main provider,13/03/2017,,28/04/2022
10007349,WARWICKSHIRE GARAGE & TRANSPORT GROUP TRAINING ASSOCIATION LIMITED,Main provider,25/10/2019,,28/04/2022
10022405,VQ SOLUTIONS LTD,Main provider,13/03/2017,,28/04/2022
10021850,TRANS-PLANT TRAINING LIMITED T/A Transplant Mastertrain,Main provider,30/01/2018,,28/04/2022
10026331,TRAINPLUS LTD T/A Trainplus,Main provider,13/03/2017,,28/04/2022
10007484,THE WHITE ROSE SCHOOL OF BEAUTY AND COMPLEMENTARY THERAPIES LIMITED,Main provider,13/03/2017,,28/04/2022
10007157,THE UNIVERSITY OF SHEFFIELD T/A University of Sheffield,Main provider,13/03/2017,,28/04/2022
10007787,THE UNIVERSITY OF BUCKINGHAM T/A University of Buckingham,Main provider,08/01/2020,,28/04/2022
10020884,THE DEVELOPMENT MANAGER LTD T/A TDM,Main provider,30/01/2020,,28/04/2022
10007782,"ST. GEORGE'S HOSPITAL MEDICAL SCHOOL T/A St. George's, University of London",Main provider,13/03/2017,,28/04/2022
10009091,SPAN TRAINING & DEVELOPMENT LIMITED T/A Span Training & Development Ltd,Main provider,13/03/2017,,28/04/2022
10023808,S.A.M.B. T/A National Food & Drink Training,Main provider,17/05/2017,,28/04/2022
10024815,ROSEWOOD MANAGEMENT SERVICES LIMITED T/A Rosewood Keen Management Services,Main provider,26/06/2020,,28/04/2022
10028207,PROVEK LIMITED T/A Provek,Main provider,20/12/2019,,28/04/2022
10027815,PRACTICAL REFRIGERATION TRAINING CENTRE LIMITED,Supporting provider,04/08/2020,,28/04/2022
10025697,PARETO LAW LIMITED,Main provider,28/02/2020,,28/04/2022
10020971,ORCHARD TRAINING & EDUCATION LTD,Supporting provider,13/03/2017,,28/04/2022
10004686,NORTH EAST SURREY COLLEGE OF TECHNOLOGY (NESCOT),Main provider,13/03/2017,,28/04/2022
10012892,MICHAEL MCCORMACK T/A Michael John Training Manchester,Main provider,13/03/2017,,28/04/2022
10026165,METADATA LIMITED T/A Metadata Training,Main provider,30/01/2018,,28/04/2022
10022856,MERCEDES-BENZ CARS UK LIMITED,Main provider,13/03/2017,,28/04/2022
10004181,MANTRA LEARNING LIMITED,Main provider,13/03/2017,,28/04/2022
10003570,KENT COUNTY COUNCIL,Main provider,13/03/2017,,28/04/2022
10013106,INSTITUTE OF SWIMMING LIMITED T/A Institute Of Swimming Ltd,Supporting provider,20/12/2019,,28/04/2022
10027146,DIANTHAS LTD,Main provider,17/05/2017,,28/04/2022
10007822,CRANFIELD UNIVERSITY,Main provider,13/03/2017,,28/04/2022
10001723,COVENTRY CITY COUNCIL,Main provider,13/03/2017,,28/04/2022
10007945,CITY OF PORTSMOUTH COLLEGE,Main provider,13/03/2017,,28/04/2022
10013570,BUTTERCUPS TRAINING LIMITED,Main provider,13/03/2017,,28/04/2022
10090357,THE ARMY CATERING TRAINING TRUST,Supporting provider,28/04/2022,,28/04/2022
10048827,IGNITE TRAINING LTD,Main provider,30/01/2018,,22/12/2021
10085202,WESSEX WATER SERVICES LIMITED,Employer provider,08/04/2022,,26/01/2022
10063268,ASPIRE PROCUREMENT TRAINING LTD,Main provider,01/04/2022,,24/02/2022
10004406,MODE TRAINING LTD,Main provider,13/03/2017,,31/03/2022
10015933,ALAN HESTER ASSOCIATES LIMITED,Main provider,30/01/2018,,31/03/2022
10004013,THE LONDON COLLEGE OF BEAUTY THERAPY LIMITED,Main provider,17/05/2017,,31/03/2022
10003455,JARROLD & SONS LIMITED,Main provider,30/01/2018,,31/03/2022
10061435,3 SPIRIT ENTERPRISE UK LIMITED T/A 3 Spirit UK,Main provider,30/01/2018,,31/03/2022
10001378,CHESTERFIELD COLLEGE,Main provider,13/03/2017,,31/03/2022
10002107,THE WINDSOR FOREST COLLEGES GROUP,Main provider,19/04/2017,,31/03/2022
10001535,COLCHESTER INSTITUTE,Main provider,13/03/2017,,31/03/2022
10002370,EXETER COLLEGE,Main provider,13/03/2017,,31/03/2022
10003345,THERMAL INSULATION CONTRACTORS ASSOCIATION T/A TICA,Main provider,13/03/2017,,31/03/2022
10006570,EKC GROUP,Main provider,13/03/2017,,31/03/2022
10007100,TYNE NORTH TRAINING LIMITED,Main provider,13/03/2017,,31/03/2022
10006341,THE EDUCATION TRAINING COLLECTIVE,Main provider,13/03/2017,,31/03/2022
10003189,KIRKLEES COLLEGE,Main provider,13/03/2017,,31/03/2022
10005972,CHESHIRE COLLEGE SOUTH AND WEST,Main provider,13/03/2017,,31/03/2022
10008986,WAVERLEY BOROUGH COUNCIL T/A Waverley Training Services,Main provider,13/03/2017,,31/03/2022
10006987,TRAINING 2000 LIMITED,Main provider,13/03/2017,,31/03/2022
10006517,TDR TRAINING LIMITED,Main provider,17/05/2017,,31/03/2022
10003674,SOUTH THAMES COLLEGES GROUP,Main provider,13/03/2017,,31/03/2022
10005669,SANDWELL COLLEGE,Main provider,13/03/2017,,31/03/2022
10001078,DIGITAL TELECOMS NETWORK ACADEMY LIMITED T/A Digital Telecoms Network Academy Ltd,Main provider,13/03/2017,,31/03/2022
10002230,BAUER RADIO LIMITED T/A The Bauer Academy,Main provider,13/03/2017,,31/03/2022
10001464,WESTMINSTER CITY COUNCIL,Main provider,17/05/2017,,31/03/2022
10006840,THE UNIVERSITY OF BIRMINGHAM T/A University of Birmingham,Main provider,13/03/2017,,31/03/2022
10004078,LONDON SOUTH BANK UNIVERSITY,Main provider,13/03/2017,,31/03/2022
10003927,LINCOLN CITY COUNCIL T/A City of Lincoln Council,Supporting provider,13/03/2017,,31/03/2022
10003785,LANTRA T/A Lantra National Training Organisation,Supporting provider,31/01/2020,,31/03/2022
10002140,EASTERN REGION ROOF TRAINING GROUP LIMITED,Main provider,27/11/2019,,31/03/2022
10000878,BRIDGWATER AND TAUNTON COLLEGE,Main provider,13/03/2017,,31/03/2022
10000840,BRADFORD COLLEGE,Main provider,13/03/2017,,31/03/2022
10000389,ARTSWORK LIMITED,Supporting provider,13/03/2017,,31/03/2022
10000105,APPRENTICESHIP LEARNING SOLUTIONS LIMITED T/A ALS Training,Main provider,13/03/2017,,31/03/2022
10007375,WEBS TRAINING LIMITED,Main provider,13/03/2017,,31/03/2022
10000886,UNIVERSITY OF BRIGHTON,Main provider,13/03/2017,,31/03/2022
10007123,UK TRAINING & DEVELOPMENT LIMITED T/A UK Training & Development Ltd,Main provider,13/03/2017,,31/03/2022
10006770,THE OLDHAM COLLEGE,Main provider,13/03/2017,,31/03/2022
10006571,THATCHAM RESEARCH,Main provider,13/03/2017,,31/03/2022
10006326,STEVE WILLIS TRAINING LTD.,Main provider,13/03/2017,,31/03/2022
10006050,SPARSHOLT COLLEGE,Main provider,13/03/2017,,31/03/2022
10005822,SHREWSBURY COLLEGES GROUP,Main provider,13/03/2017,,31/03/2022
10005788,"SHEFFIELD COLLEGE, THE",Main provider,13/03/2017,,31/03/2022
10005599,S & B AUTOMOTIVE ACADEMY LIMITED,Main provider,13/03/2017,,31/03/2022
10004478,MYERSCOUGH COLLEGE,Main provider,13/03/2017,,31/03/2022
10003768,LANCASTER AND MORECAMBE COLLEGE,Main provider,13/03/2017,,31/03/2022
10003289,INDEPENDENT TRAINING SERVICES LIMITED,Main provider,17/05/2017,,31/03/2022
10000528,BARKING AND DAGENHAM COLLEGE,Main provider,13/03/2017,,31/03/2022
10007139,UNIVERSITY OF WORCESTER,Main provider,17/05/2017,,31/03/2022
10007137,THE UNIVERSITY OF CHICHESTER T/A University of Chichester,Main provider,13/03/2017,,31/03/2022
10001539,THE COLLEGE OF ANIMAL WELFARE LIMITED T/A College of Animal Welfare,Main provider,13/03/2017,,31/03/2022
10006494,TAMESIDE COLLEGE,Main provider,13/03/2017,,31/03/2022
10005810,SHIPLEY COLLEGE,Main provider,13/03/2017,,31/03/2022
10032740,LEARNING SKILLS PARTNERSHIP LTD T/A Learning Skills Partnership,Main provider,13/03/2017,,31/03/2022
10002899,HARLOW COLLEGE,Main provider,13/03/2017,,31/03/2022
10002064,COUNTY DURHAM COUNCIL,Main provider,13/03/2017,,31/03/2022
10001477,CITY OF YORK COUNCIL,Main provider,17/05/2017,,31/03/2022
10006442,BIRMINGHAM METROPOLITAN COLLEGE,Main provider,17/05/2017,,31/03/2022
10001282,UNIVERSITY OF NORTHUMBRIA AT NEWCASTLE,Main provider,13/03/2017,,31/03/2022
10005614,THE SADDLERY TRAINING CENTRE LIMITED,Supporting provider,27/11/2019,,31/03/2022
10005981,SOUTH ESSEX COLLEGE OF FURTHER AND HIGHER EDUCATION,Main provider,13/03/2017,,31/03/2022
10003755,SOUTH BANK COLLEGES T/A Lambeth College,Main provider,13/03/2017,,31/03/2022
10005457,REWARDS TRAINING RECRUITMENT CONSULTANCY LIMITED,Main provider,13/03/2017,,31/03/2022
10005172,POULTEC TRAINING LIMITED,Main provider,13/03/2017,,31/03/2022
10005157,PORTSMOUTH CITY COUNCIL,Main provider,30/01/2018,,31/03/2022
10000948,LONDON SOUTH EAST COLLEGES,Main provider,13/03/2017,,31/03/2022
10003771,LANCASTER TRAINING SERVICES LIMITED,Main provider,13/03/2017,,31/03/2022
10003380,INTROTRAIN & FORUM LIMITED T/A Introtrain & Forum Ltd,Main provider,17/05/2017,,31/03/2022
10003317,INSTEP UK LIMITED T/A Instep (UK) Limited,Main provider,30/01/2020,,31/03/2022
10003200,HULL COLLEGE T/A Hull College Group,Main provider,13/03/2017,,31/03/2022
10005979,HAVANT AND SOUTH DOWNS COLLEGE,Main provider,13/03/2017,,31/03/2022
10001928,DERBYSHIRE COUNTY COUNCIL T/A Derbyshire Adult Community Education Service,Main provider,20/12/2019,,31/03/2022
10001475,CITY OF SUNDERLAND COLLEGE,Main provider,13/03/2017,,31/03/2022
10006549,TELFORD COLLEGE,Main provider,13/07/2017,,31/03/2022
10004000,SUTTON LONDON BOROUGH COUNCIL T/A Sutton College,Main provider,17/05/2017,,31/03/2022
10005790,SHEFFIELD HALLAM UNIVERSITY,Main provider,13/03/2017,,31/03/2022
10000239,PRE-SCHOOL LEARNING ALLIANCE,Main provider,17/05/2017,,31/03/2022
10004351,MIDDLESEX UNIVERSITY,Main provider,17/05/2017,,31/03/2022
10004124,LUTON BOROUGH COUNCIL,Main provider,13/03/2017,,31/03/2022
10003440,J & E TRAINING CONSULTANTS LIMITED T/A Jet Hairdressing Academy,Main provider,13/03/2017,,31/03/2022
10003035,HERTFORD REGIONAL COLLEGE,Main provider,13/03/2017,,31/03/2022
10002599,FURNESS COLLEGE,Main provider,17/05/2017,,31/03/2022
10002923,EAST SUSSEX COLLEGE GROUP,Main provider,13/03/2017,,31/03/2022
10004116,EAST COAST COLLEGE,Main provider,13/03/2017,,31/03/2022
10001918,DERBY CITY COUNCIL,Main provider,13/03/2017,,31/03/2022
10004772,CITY COLLEGE NORWICH,Main provider,13/03/2017,,31/03/2022
10001148,CAPEL MANOR COLLEGE,Main provider,13/03/2017,,31/03/2022
10000950,BROOKLANDS COLLEGE,Main provider,28/11/2019,,31/03/2022
10000850,BRADFORD CITY COUNCIL T/A City Of Bradford Metropolitan District Council,Main provider,13/03/2017,,31/03/2022
10000824,BOURNEMOUTH UNIVERSITY,Main provider,17/05/2017,,31/03/2022
10000494,BABINGTON BUSINESS COLLEGE LIMITED,Main provider,13/03/2017,,31/03/2022
10000028,WOODSPEEN TRAINING LIMITED,Main provider,13/03/2017,,31/03/2022
10007138,"UNIVERSITY OF NORTHAMPTON, THE T/A The University of Northampton",Main provider,13/03/2017,,31/03/2022
10000712,UNIVERSITY COLLEGE BIRMINGHAM,Main provider,13/03/2017,,31/03/2022
10006566,THE UNIVERSITY OF WEST LONDON,Main provider,13/03/2017,,31/03/2022
10004285,MEDWAY COUNCIL,Main provider,13/03/2017,,31/03/2022
10004180,MANCHESTER METROPOLITAN UNIVERSITY,Main provider,13/03/2017,,31/03/2022
10002655,GENII ENGINEERING & TECHNOLOGY TRAINING LIMITED T/A GEN2,Main provider,13/03/2017,,31/03/2022
10000921,BRITISH INTERNATIONAL FREIGHT ASSOCIATION,Supporting provider,23/10/2019,,31/03/2022
10042735,ACCOUNTANCY LEARNING LTD,Main provider,13/03/2017,,31/03/2022
10005999,TYNE COAST COLLEGE,Main provider,13/03/2017,,31/03/2022
10005268,TRANSWORLD PUBLICATIONS SERVICES LIMITED,Main provider,13/03/2017,,31/03/2022
10002527,THE FOOTBALL ASSOCIATION PREMIER LEAGUE LIMITED,Main provider,13/03/2017,,31/03/2022
10006174,ST HELENS COLLEGE,Main provider,28/11/2019,,31/03/2022
10002608,FUTURE FIT TRAINING LIMITED,Supporting provider,17/05/2017,,31/03/2022
10004048,LONDON METROPOLITAN UNIVERSITY,Main provider,13/03/2017,,31/03/2022
10004716,NORTH WALES TRAINING LTD.,Main provider,20/02/2020,,31/03/2022
10001259,CENTRAL TRAINING ACADEMY LIMITED T/A Central Training Academy,Main provider,13/03/2017,,31/03/2022
10001465,BATH COLLEGE,Main provider,13/03/2017,,31/03/2022
10005404,REASEHEATH COLLEGE,Main provider,13/03/2017,,31/03/2022
10004376,MILTON KEYNES COUNCIL T/A Adult Continuing Education Milton Keynes,Main provider,17/05/2017,,31/03/2022
10003957,LIVERPOOL JOHN MOORES UNIVERSITY,Main provider,13/03/2017,,31/03/2022
10003863,LEEDS TRINITY UNIVERSITY,Main provider,13/03/2017,,31/03/2022
10002009,DONCASTER ROTHERHAM AND DISTRICT MOTOR TRADES GROUP TRAINING ASSOCIATION LIMITED,Main provider,17/05/2017,,31/03/2022
10001476,UNITED COLLEGES GROUP,Main provider,13/03/2017,,31/03/2022
10005946,SOLIHULL COLLEGE AND UNIVERSITY CENTRE,Main provider,17/05/2017,,31/03/2022
10004895,ORACLE TRAINING CONSULTANTS LIMITED,Main provider,13/03/2017,,31/03/2022
10003981,LOMAX TRAINING SERVICES LIMITED T/A Lomax Training Services,Main provider,28/02/2020,,31/03/2022
