Ukprn,Name,ApplicationType,StartDate,Status,ApplicationDeterminedDate
10034969,FIRST INTUITION MAIDSTONE LIMITED,Main provider,30/01/2018,,30/09/2021
10048177,ESTIO TRAINING LIMITED,Main provider,13/03/2017,,27/10/2021
10056912,ELECTRICAL TESTING LIMITED,Main provider,30/01/2018,,27/10/2021
10061219,EBOR ACADEMY TRUST,Main provider,30/01/2018,,27/10/2021
10028038,EAST ESSEX VOCATIONAL TRAINING LIMITED,Main provider,17/05/2017,,27/10/2021
10002085,E.QUALITY TRAINING LIMITED,Main provider,13/03/2017,,30/09/2021
10052858,DIGITAL NATIVE (UK) LIMITED,Main provider,13/03/2017,,27/10/2021
10035789,DENTRAIN PROFESSIONALS LTD,Main provider,17/05/2017,,27/10/2021
10065628,CIPS CORPORATE SERVICES LIMITED,Main provider,30/01/2018,,27/10/2021
10037203,CHANNEL TRAINING LIMITED,Main provider,13/01/2022,,27/10/2021
10039527,CAROLINE PAULING T/A Peak Accountancy Training,Main provider,17/05/2017,,27/10/2021
10063309,CAMBRIDGE SPARK LIMITED,Main provider,30/01/2018,,27/10/2021
10001113,CAMBRIDGE MARKETING COLLEGE LIMITED,Main provider,30/01/2018,,30/09/2021
10038772,BRITISH ACADEMY OF JEWELLERY LIMITED,Main provider,30/01/2018,,27/10/2021
10031982,BPP UNIVERSITY LIMITED,Main provider,13/03/2017,,30/09/2021
10029952,BPP PROFESSIONAL EDUCATION LIMITED,Main provider,17/05/2017,,30/09/2021
10061524,BPP ACTUARIAL EDUCATION LIMITED,Main provider,13/03/2017,,30/09/2021
10037391,BOTTLE GREEN TRAINING LIMITED,Main provider,30/01/2018,,30/09/2021
10065872,BMS PROGRESS LLP,Main provider,19/07/2019,,27/10/2021
10033950,AIRE VOCATIONAL TRAINING LIMITED,Main provider,26/10/2021,,30/09/2021
10088273,REED LEARNING LIMITED,Main provider,08/12/2021,,30/08/2022
10085751,THE SPECIALISTS HUB LTD T/A CyberPRO,Main provider,03/09/2020,,30/08/2022
10063062,UNITAS T/A Unitas Academy,Main provider,02/03/2023,,31/01/2023
10088861,KEIBRA LTD,Main provider,02/03/2023,,31/01/2023
10088931,WEC GROUP LIMITED,Employer provider,24/02/2023,,31/01/2023
10023992,SUTTON COLDFIELD TRAINING LIMITED T/A SCT Ltd,Main provider,14/02/2023,,22/12/2022
10049536,HIGH RIDGE MANAGEMENT SERVICES LIMITED,Supporting provider,10/06/2019,,22/12/2021
10091587,WREN KITCHENS LIMITED,Employer provider,03/02/2023,,22/12/2022
10090480,MICHAEL STREETE FOUNDATION T/A MSFDN,Main provider,03/02/2023,,22/12/2022
10065854,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,Main provider,01/02/2023,,31/01/2023
10003861,LEEDS BECKETT UNIVERSITY,Main provider,13/03/2017,,28/04/2022
10032007,REYNOLDS TRAINING SERVICES LIMITED,Main provider,26/01/2023,,22/12/2022
10085944,WHITE POINT SOLUTIONS LTD,Main provider,20/01/2023,,03/11/2022
10045094,STANFORDS TRAINING LTD,Main provider,12/01/2023,,30/08/2022
10083708,LANGLEY WATERPROOFING SYSTEMS LIMITED,Main provider,05/01/2023,,22/11/2022
10042795,ANS ACADEMY LIMITED,Main provider,04/08/2020,,31/05/2022
10037198,A S TRAINING (INTERNATIONAL) LIMITED,Main provider,09/07/2020,,28/07/2022
10084420,FORUM FOR SUSTAINABLE NEW VENTURE T/A Forum apprenticeships,Main provider,09/04/2020,,29/06/2022
10089666,FIERI LEADERSHIP AND DEVELOPMENT LTD,Main provider,16/12/2022,,27/09/2022
10083451,KINGDOM COLLEGE LIMITED,Main provider,16/12/2022,,03/11/2022
10045505,COMPLETE SKILLS SOLUTIONS LIMITED T/A Innovative Alliance LTD,Main provider,29/01/2021,,30/08/2022
10007444,NATIONAL GRID ELECTRICITY DISTRIBUTION (SOUTH WEST) PLC,Employer provider,13/03/2017,,28/07/2022
10023815,BLYTH HARBOUR COMMISSIONERS T/A Port Training Services,Main provider,27/03/2020,,28/04/2022
10089979,SEYMOUR HOUSE LTD. T/A SEYMOUR HOUSE LTD,Employer provider,02/12/2022,,03/11/2022
10090657,MCFARLANE TELFER LIMITED T/A MCFT,Employer provider,24/11/2022,,27/09/2022
10090820,ESSITY UK LIMITED,Employer provider,24/11/2022,,27/09/2022
10037678,HAHA TRAINING LTD T/A Haha Hampshire Apprenticeship Hairdressing Academy,Main provider,24/11/2022,,15/08/2022
10058190,OASIS COMMUNITY LEARNING T/A OASIS COMMUNITY LEARNING (Academy Trust),Employer provider,23/11/2022,,03/11/2022
10062166,E.J.MARKHAM & SON LIMITED,Employer provider,13/03/2017,,22/11/2022
10064357,NC GROUP LTD,Main provider,17/11/2022,,02/09/2022
10068438,ART PROVIDERS LTD,Main provider,10/11/2022,,27/09/2022
10048806,SEMESTER: LEARNING AND DEVELOPMENT LIMITED T/A Semester Learning and Development,Main provider,30/04/2020,,10/11/2022
10021835,CLAUDIUS CONSULTING LIMITED,Main provider,09/11/2022,,27/09/2022
10081187,CTSW SKILLS LTD,Main provider,18/11/2021,,09/11/2022
10004589,TTE TRAINING LIMITED,Main provider,13/03/2017,,22/12/2021
10088215,COMMUNITY MATTERS LTD.,Main provider,03/11/2022,,30/08/2022
10083948,TRENDY POOCHES TRAINING ACADEMY LIMITED T/A Northern Education And Training College Limited,Main provider,03/11/2022,,30/08/2022
10062528,ESSEX POLICE AND CRIME COMMISSIONER T/A Essex Police College,Supporting provider,23/02/2022,,03/11/2022
10012766,KENT POLICE AND CRIME COMMISSIONER T/A Kent Police College,Supporting provider,23/02/2022,,03/11/2022
10029525,XACT CONSULTANCY AND TRAINING LTD,Main provider,02/11/2022,,27/09/2022
10021585,SHEARS ACADEMY LIMITED,Main provider,17/05/2017,,31/10/2022
10031915,THE WORKING KNOWLEDGE GROUP LIMITED,Main provider,26/10/2022,,30/08/2022
10004399,ALTRAD BABCOCK LIMITED,Main provider,30/01/2018,,28/07/2022
10090214,LI EUROPE LTD,Main provider,21/10/2022,,27/09/2022
10085759,BASEGREEN ACADEMY LTD T/A Basegreen Academy,Main provider,21/10/2022,,27/09/2022
10067648,UNIVERSITY ACADEMY 92 LIMITED T/A UA92,Main provider,14/10/2022,,30/08/2022
10032910,TRANSPORT TRAINING ACADEMY LIMITED T/A Transport Training Academy,Supporting provider,28/02/2020,,13/10/2022
10056817,SEAREGS TRAINING LTD,Main provider,12/10/2022,,30/08/2022
10035578,TES INSTITUTE LIMITED  T/A Tes Institute,Main provider,26/11/2020,,29/06/2022
10057910,EVOLVE ACADEMY LTD,Main provider,13/03/2017,,07/10/2022
10012997,BEDFORDSHIRE COMBINED FIRE AND RESCUE AUTHORITY,Supporting provider,27/09/2022,,27/09/2022
10021754,PARENTA TRAINING LIMITED T/A Parenta Training,Main provider,02/06/2017,,27/09/2022
10041165,PORT OF TILBURY LONDON LIMITED T/A Logistics Academy East Of England,Main provider,29/01/2020,,27/09/2022
10046623,E-QUALITAS PROFESSIONAL SERVICES LIMITED T/A e-Qualitas,Main provider,30/01/2018,,27/09/2022
10062065,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,Employer provider,17/05/2017,,27/09/2022
10033590,RIPLEY ST THOMAS CHURCH OF ENGLAND ACADEMY,Main provider,08/12/2021,,27/09/2022
10089090,LONDON ACADEMY FOR APPLIED TECHNOLOGY LTD,Main provider,08/12/2021,,27/09/2022
10004527,NATIONAL STAR FOUNDATION,Employer provider,18/11/2021,,27/09/2022
10034012,TOYOTA MOTOR MANUFACTURING (UK) LIMITED T/A Toyota Motor Manufacturing (UK),Supporting provider,13/03/2017,,27/09/2022
10067447,ACADEMY OF PLAY AND CHILD PSYCHOTHERAPY LIMITED T/A APAC,Main provider,06/10/2021,,27/09/2022
10041629,TIME TRAINING LIMITED T/A Time Training Ltd,Main provider,14/09/2020,,27/09/2022
10081135,ELECTRICAL ACADEMY LTD,Supporting provider,02/09/2021,,27/09/2022
10081101,WEST MIDLANDS TRAINS LIMITED,Supporting provider,23/10/2019,,27/09/2022
10045955,BESPOKE PROFESSIONAL DEVELOPMENT AND TRAINING LIMITED T/A BePro,Main provider,30/01/2020,,27/09/2022
10055292,ROGER BULLIVANT LIMITED,Supporting provider,27/09/2022,,27/09/2022
10090130,LEIA EDUCATIONAL TRUST,Supporting provider,27/09/2022,,27/09/2022
10007146,UNIVERSITY OF GREENWICH,Main provider,13/03/2017,,27/09/2022
10083283,CLEAR QUALITY LIMITED,Main provider,21/09/2022,,30/08/2022
10091009,CU APPRENTICESHIPS (BETTER FUTURES) LIMITED T/A Better Futures Apprenticeships,Main provider,16/09/2022,,28/07/2022
10028380,CENTRAL VETERINARY SERVICES LIMITED T/A Central College Of Animal Studies,Main provider,28/02/2020,,30/08/2022
10031984,DYNAMIC TRAINING UK LIMITED,Main provider,13/03/2017,,15/09/2022
10066783,KIDS PLANET DAY NURSERIES LIMITED,Main provider,27/03/2020,,14/09/2022
10023415,TONI & GUY UK TRAINING LIMITED,Main provider,30/01/2018,,14/09/2022
10083691,DATA LAW LIMITED T/A Datalaw,Main provider,16/10/2019,,24/02/2022
10008899,THE ASHRIDGE (BONAR LAW MEMORIAL) TRUST T/A Ashridge Management College,Main provider,13/03/2017,,30/08/2022
10046089,PUBLIC RELATIONS COMMUNICATIONS ASSOCIATION LIMITED,Main provider,09/09/2022,,07/07/2022
10052618,JAMES EDUCATION LTD,Main provider,09/09/2022,,30/06/2022
10037735,SMART DENTAL ACADEMY LIMITED T/A Smart Dental Care Academy,Main provider,01/09/2022,,07/07/2022
10083467,CLIFFE HOUSE DAY NURSERIES LIMITED T/A Cliffe House Training Academy,Main provider,01/09/2022,,29/06/2022
10061808,F-TEC FORKLIFT TRAINING ENGINEERING CENTRE LTD,Main provider,17/05/2017,,30/08/2022
10055091,MANCHESTER DIGITAL LIMITED,Main provider,13/03/2017,,30/08/2022
10089735,SAFE SPACE TALENT LTD,Supporting provider,30/08/2022,,30/08/2022
10086681,EAST COAST TRAINS LIMITED,Supporting provider,30/08/2022,,30/08/2022
10090659,HULL TRAINS COMPANY LIMITED,Supporting provider,30/08/2022,,30/08/2022
10082697,FIRST MTR SOUTH WESTERN TRAINS LIMITED,Supporting provider,30/08/2022,,30/08/2022
10090618,XC TRAINS LIMITED,Supporting provider,30/08/2022,,30/08/2022
10083930,ARRIVA RAIL LONDON LIMITED,Supporting provider,30/08/2022,,30/08/2022
10061962,MERLIN BUSINESS CONSULTANCY LIMITED T/A Merlin,Supporting provider,30/08/2022,,30/08/2022
10034353,THE WALTON CENTRE NHS FOUNDATION TRUST,Supporting provider,25/09/2019,,30/08/2022
10055748,VAN ELLE LIMITED T/A Van-Elle Training,Supporting provider,04/10/2019,,30/08/2022
10047760,NOBLE HAIR COMPANY LTD T/A Noble Hair Company,Supporting provider,23/10/2019,,30/08/2022
10033543,SAVILLE HAIR LIMITED T/A Pride Academy,Supporting provider,17/05/2017,,30/08/2022
10045147,SEVERN FINANCIAL TRAINING LTD,Supporting provider,30/01/2018,,30/08/2022
10049106,TEESSIDE LGV TRAINING LIMITED,Supporting provider,17/05/2017,,30/08/2022
10081909,THE YORKSHIRE TRACTION COMPANY LIMITED T/A Stagecoach Yorkshire,Supporting provider,27/11/2019,,30/08/2022
10057338,WESTROW LIMITED,Supporting provider,17/05/2017,,30/08/2022
10031289,SAN DIEGO LIMITED T/A Nikki Froud Hairdressing,Supporting provider,13/03/2017,,30/08/2022
10063355,THE CHIEF CONSTABLE OF DURHAM T/A Durham Constabulary,Supporting provider,31/01/2020,,30/08/2022
10034328,CHESHIRE COMBINED FIRE AND RESCUE AUTHORITY T/A Cheshire Fire & Rescue Service,Supporting provider,13/03/2017,,30/08/2022
10066824,SAFETY COACHING LTD,Supporting provider,31/03/2020,,30/08/2022
10063589,SETEC LTD,Supporting provider,31/03/2020,,30/08/2022
10024416,TRAIN4ALL LIMITED,Supporting provider,30/04/2020,,30/08/2022
10003328,INSTITUTE OF EXPORT AND INTERNATIONAL TRADE (THE),Supporting provider,30/04/2020,,30/08/2022
10063361,THE CHIEF CONSTABLE OF CLEVELAND,Supporting provider,29/06/2020,,30/08/2022
10003491,JOHN LEGGOTT SIXTH FORM COLLEGE,Supporting provider,29/06/2020,,30/08/2022
10063387,CAMBRIDGESHIRE POLICE AND CRIME COMMISSIONER,Supporting provider,29/06/2021,,30/08/2022
10012558,BEDFORDSHIRE POLICE AND CRIME COMMISSIONER T/A Bedfordshire Police,Supporting provider,29/06/2021,,30/08/2022
10063379,HERTFORDSHIRE POLICE AND CRIME COMMISSIONER,Supporting provider,29/06/2021,,30/08/2022
10081750,KENTEC TRAINING LTD,Supporting provider,27/07/2021,,30/08/2022
10082051,FREIGHTLINER GROUP LIMITED T/A Freightliner Limited,Supporting provider,27/07/2021,,30/08/2022
10083503,"ESSEX POLICE, FIRE AND CRIME COMMISSIONER FIRE AND RESCUE AUTHORITY T/A Essex County Fire & Rescue Service",Supporting provider,27/07/2021,,30/08/2022
10014079,UK SAILING ACADEMY,Supporting provider,26/08/2021,,30/08/2022
10068173,INHEALTH LIMITED,Supporting provider,02/09/2021,,30/08/2022
10083950,BETTERWELD GROUP LTD,Supporting provider,02/09/2021,,30/08/2022
10081890,ORTHODONTIC TEAM TRAINING LIMITED T/A Orthodontic Team Training,Main provider,17/09/2021,,30/08/2022
10028272,STAGECOACH DEVON LIMITED,Supporting provider,04/04/2022,,30/08/2022
10030656,THE JCB ACADEMY,Main provider,17/05/2017,,30/08/2022
10018030,MANOR GREEN SCHOOL,Main provider,09/09/2021,,30/08/2022
10089073,DORSET SOFTWARE SERVICES LIMITED,Employer provider,23/12/2021,,30/08/2022
10088633,ANGLO AMERICAN TECHNICAL & SUSTAINABILITY SERVICES LTD,Employer provider,26/10/2021,,30/08/2022
10088194,THE BEST CONNECTION GROUP LIMITED,Employer provider,21/07/2021,,30/08/2022
10088153,LEAN ENABLED GROUP LTD,Main provider,08/10/2021,,30/08/2022
10088132,KIDZ ZONE CLUB LTD T/A Future Apprenticeships,Main provider,10/12/2021,,30/08/2022
10087112,CLAAS UK LIMITED,Main provider,23/12/2021,,30/08/2022
10085696,FOUNDERS & CODERS C.I.C. T/A Founders and Coders,Main provider,29/10/2020,,30/08/2022
10085567,MAYBIRD TRAINING LTD,Main provider,25/08/2021,,30/08/2022
10084984,SOCIAL LANDLORDS CRIME AND NUISANCE GROUP T/A Resolve ASB,Main provider,10/12/2021,,30/08/2022
10083945,VISION REHABILITATION TRAINING LTD,Main provider,27/08/2021,,30/08/2022
10082027,THE OCM GROUP LIMITED,Main provider,17/03/2020,,30/08/2022
10066604,THE FERNANDES AND ROSARIO CONSULTING LIMITED,Main provider,29/10/2020,,30/08/2022
10065752,ASPENS-SERVICES LIMITED,Employer provider,30/01/2018,,30/08/2022
10065571,UNIVERSAL VIBES LIMITED T/A Care Trainings,Main provider,27/08/2020,,30/08/2022
10064408,WALES ENGLAND CARE LTD T/A WE CARE,Main provider,30/01/2018,,30/08/2022
10064141,THE PROCUREMENT ACADEMY LIMITED T/A The Procurement Academy,Main provider,25/10/2019,,30/08/2022
10063911,DENTAL PROFESSIONAL EDUCATION LTD. T/A Education For Dental,Main provider,23/09/2021,,30/08/2022
10063438,CSA (SERVICES) LTD T/A CSA,Main provider,02/06/2017,,30/08/2022
10062203,QUALITY OF CARE LIMITED,Main provider,30/09/2021,,30/08/2022
10062076,THE SOCIETY OF LOCAL AUTHORITY CHIEF EXECUTIVES AND SENIOR MANAGERS (SOLACE GROUP) LTD T/A Solace,Main provider,13/03/2017,,30/08/2022
10061968,THE NATIONAL LOGISTICS ACADEMY LTD,Main provider,17/05/2017,,30/08/2022
10061640,PMA LTD T/A PMA,Main provider,10/09/2019,,30/08/2022
10061442,FIRST FOR APPRENTICESHIPS LIMITED,Main provider,13/03/2017,,30/08/2022
10060843,WATERTON ACADEMY TRUST T/A WATERTON ACADEMY TRUST (Academy Trust),Main provider,14/09/2020,,30/08/2022
10058352,THE SPENCER ACADEMIES TRUST T/A THE SPENCER ACADEMIES TRUST (Academy Trust),Main provider,15/01/2021,,30/08/2022
10058195,ALDRIDGE EDUCATION T/A Aldridge Education (Academy Trust),Main provider,14/06/2018,,30/08/2022
10057068,8POINT8 TRAINING LIMITED,Main provider,23/01/2020,,30/08/2022
10056831,PARTNERS IN TRAINING (NORTH WEST) LIMITED,Main provider,11/11/2021,,30/08/2022
10055021,LYNWOOD VETS LIMITED,Main provider,17/05/2017,,30/08/2022
10054814,PLYMOUTH TRAINING AND CONSULTANCY LTD T/A Plymouth Training and Consultancy,Main provider,30/01/2018,,30/08/2022
10054584,WHYY? CHANGE LIMITED T/A Whyy? Change,Main provider,30/01/2020,,30/08/2022
10049233,VARSITY TRAINING LIMITED T/A Varsity Training,Main provider,13/07/2020,,30/08/2022
10049149,RUNWAY APPRENTICESHIPS LIMITED T/A Runway Training,Main provider,20/12/2019,,30/08/2022
10048848,TRAINING WORKS (NW) LTD,Main provider,17/05/2017,,30/08/2022
10047908,SOUTH WEST CONSTRUCTION ACADEMY LIMITED,Main provider,18/09/2020,,30/08/2022
10047426,SHE COMPLIANCY LIMITED,Main provider,18/09/2020,,30/08/2022
10044523,MED LEARN TRAINING LIMITED,Main provider,20/08/2021,,30/08/2022
10043980,REAL SKILLS TRAINING LTD T/A Real Skills Training Ltd,Main provider,30/01/2018,,30/08/2022
10042152,SIMPLY ACADEMY LTD T/A Simply Academy,Main provider,20/12/2019,,30/08/2022
10041239,DYNAMO HEALTHCARE TRAINING LTD,Main provider,25/09/2019,,30/08/2022
10041127,ZENITH PEOPLE LIMITED T/A Zenith People Ltd,Main provider,13/03/2017,,30/08/2022
10039668,UMBRELLA TRAINING AND EMPLOYMENT SOLUTIONS LIMITED T/A Umbrella Training Ltd,Main provider,13/03/2017,,30/08/2022
10039242,TRS TRAINING LIMITED,Main provider,17/05/2017,,30/08/2022
10039140,THE RECALVI ENTERPRISE LTD,Main provider,17/05/2017,,30/08/2022
10036350,SR SUPPLY CHAIN CONSULTANTS LTD,Main provider,17/05/2017,,30/08/2022
10036240,RICHMOND TRAINING ACADEMY LIMITED,Main provider,31/03/2020,,30/08/2022
10034050,ULTIMA SKILLS LTD T/A Ultima Skills Training,Main provider,04/08/2020,,30/08/2022
10033640,TRAIN 2 TRAIN LIMITED T/A Train2Train,Main provider,13/03/2017,,30/08/2022
10033154,TRAIN WITH PRIDE LIMITED T/A Train With Pride,Main provider,27/08/2020,,30/08/2022
10032658,REBUS TRAINING LTD,Main provider,13/03/2017,,30/08/2022
10032648,SPORT STRUCTURES EDUCATION COMMUNITY INTEREST COMPANY,Main provider,17/03/2020,,30/08/2022
10032402,THE TRAINING PLACE OF EXCELLENCE LIMITED T/A The Training Place,Main provider,17/05/2017,,30/08/2022
10032052,TRAIN TOGETHER LIMITED,Main provider,13/03/2017,,30/08/2022
10031326,WELL ASSOCIATES LIMITED T/A Well Training & Consultancy Specialists,Main provider,13/03/2017,,30/08/2022
10030871,WATERTRAIN LIMITED T/A Watertrain,Main provider,13/03/2017,,30/08/2022
10027498,TRAVIS PERKINS PLC,Main provider,13/03/2017,,30/08/2022
10026094,VALKYRIE SUPPORT SERVICES LTD,Main provider,13/03/2017,,30/08/2022
10025390,CLARKSON EVANS TRAINING LIMITED,Main provider,30/01/2020,,30/08/2022
10024790,BLUE SCREEN IT LIMITED,Main provider,18/11/2021,,30/08/2022
10023129,RELX (UK) LIMITED T/A Tolley Exam Training,Main provider,13/03/2017,,30/08/2022
10020932,THE COLLEGES' PARTNERSHIP LIMITED,Main provider,13/03/2017,,30/08/2022
10009661,HCF CATCH LIMITED,Main provider,20/08/2021,,30/08/2022
10009491,MAINSTREAM TRAINING LIMITED,Main provider,17/05/2017,,30/08/2022
10001394,CHILTERN TRAINING LIMITED,Main provider,13/03/2017,,30/08/2022
10063389,THE CHIEF CONSTABLE OF GREATER MANCHESTER,Employer provider,15/10/2021,,30/08/2022
10063335,THE CHIEF CONSTABLE OF SOUTH YORKSHIRE,Employer provider,31/07/2020,,30/08/2022
10034999,UNIVERSITY ACADEMY HOLBEACH,Main provider,30/01/2018,,30/08/2022
10033441,ROYAL AIR FORCE,Employer provider,13/03/2017,,30/08/2022
10033440,BRITISH ARMY,Employer provider,13/03/2017,,30/08/2022
10033438,ROYAL NAVY,Employer provider,13/03/2017,,30/08/2022
10025909,NORTH BRISTOL NATIONAL HEALTH SERVICE TRUST,Main provider,30/01/2018,,30/08/2022
10024938,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST T/A RDE-Learning & Development Service,Main provider,13/03/2017,,30/08/2022
10012863,FORESTRY COMMISSION T/A Forestry Training Services,Employer provider,17/07/2019,,30/08/2022
10012754,YORKSHIRE AMBULANCE SERVICE NATIONAL HEALTH SERVICE TRUST,Employer provider,30/01/2018,,30/08/2022
10011147,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,Main provider,29/06/2020,,30/08/2022
10011092,"HER MAJESTY'S PRISON & PROBATION SERVICE (HMPPS), MINISTRY OF JUSTICE (MOJ)",Employer provider,13/03/2017,,30/08/2022
10004343,MIDDLESBROUGH COUNCIL,Main provider,19/12/2019,,30/08/2022
10003932,LINCOLNSHIRE COUNTY COUNCIL,Employer provider,13/03/2017,,30/08/2022
10003198,KINGSTON UPON HULL CITY COUNCIL,Main provider,13/03/2017,,30/08/2022
10002872,HAMPSHIRE COUNTY COUNCIL,Employer provider,13/03/2017,,30/08/2022
10002639,GATESHEAD COUNCIL T/A LearningSkills,Main provider,13/03/2017,,30/08/2022
10007150,THE UNIVERSITY OF KENT,Main provider,13/03/2017,,30/08/2022
10007151,UNIVERSITY OF LINCOLN,Main provider,13/03/2017,,30/08/2022
10005128,CITY COLLEGE PLYMOUTH,Main provider,13/03/2017,,30/08/2022
10058237,THE CONSTELLATION TRUST T/A THE CONSTELLATION TRUST (Academy Trust),Main provider,23/07/2018,,30/08/2022
10057945,WESTCOUNTRY SCHOOLS TRUST T/A WESTCOUNTRY SCHOOLS TRUST (Academy Trust),Main provider,17/05/2017,,30/08/2022
10057399,XAVIER CATHOLIC EDUCATION TRUST T/A XAVIER CATHOLIC EDUCATION TRUST (Academy Trust),Main provider,20/08/2021,,30/08/2022
10054050,SOUTH FARNHAM EDUCATIONAL TRUST,Main provider,16/04/2018,,30/08/2022
10048788,STAR ACADEMIES,Main provider,30/01/2018,,30/08/2022
10043978,FUTURE ACADEMIES,Main provider,14/09/2021,,30/08/2022
10059112,TARKA LEARNING PARTNERSHIP T/A TARKA LEARNING PARTNERSHIP (Academy Trust),Supporting provider,27/07/2021,,30/08/2022
10037449,UNIVERSITY OF ST MARK & ST JOHN T/A Plymouth Marjon University,Main provider,31/03/2020,,30/08/2022
10007843,"ST MARY'S UNIVERSITY, TWICKENHAM",Main provider,16/12/2021,,30/08/2022
10007811,BISHOP GROSSETESTE UNIVERSITY,Main provider,30/01/2018,,30/08/2022
10007149,THE UNIVERSITY OF HULL T/A University of Hull,Main provider,13/03/2017,,30/08/2022
10007144,UNIVERSITY OF EAST LONDON T/A The University of East London,Main provider,13/03/2017,,30/08/2022
10007154,"UNIVERSITY OF NOTTINGHAM, THE",Main provider,17/05/2017,,30/08/2022
10007152,UNIVERSITY OF BEDFORDSHIRE,Main provider,13/03/2017,,30/08/2022
10007776,ROEHAMPTON UNIVERSITY,Main provider,25/08/2021,,30/08/2022
10063340,THE CHIEF CONSTABLE OF NORTHUMBRIA,Employer provider,30/01/2018,,28/07/2022
10049191,MONTEBELLO TRAINING LTD,Main provider,10/08/2022,,29/06/2022
10004442,MOULTON COLLEGE,Main provider,10/08/2022,,29/06/2022
10028410,SUSSEX PARTNERSHIP NHS FOUNDATION TRUST,Employer provider,12/12/2019,,28/07/2022
10048199,NORTHEASTERN UNIVERSITY-LONDON T/A New College of the Humanities,Main provider,16/04/2020,,28/07/2022
10044008,CORDIE LTD,Main provider,05/08/2022,,07/07/2022
10054811,MIKE TAYLOR T/A Mike Taylor Education,Main provider,03/08/2022,,30/06/2022
10060902,RICHARD HUISH TRUST T/A RICHARD HUISH TRUST (Academy Trust),Main provider,03/08/2022,,31/05/2022
10034178,CRISPIN SCHOOL ACADEMY T/A Crispin School,Main provider,16/04/2018,,28/07/2022
10006963,NEW CITY COLLEGE,Main provider,13/03/2017,,28/07/2022
10032280,THE ORGANISATION FOR PROFESSIONALS IN REGULATORY AFFAIRS LIMITED T/A TOPRA,Main provider,20/12/2019,,28/07/2022
10046674,UK POWER NETWORKS (OPERATIONS) LIMITED T/A UK Power Networks Customer Services Training Centre,Employer provider,13/03/2017,,28/07/2022
10040914,CHARTERED INSTITUTION OF RAILWAY OPERATORS T/A Institution Of Railway Operators Ltd,Main provider,30/01/2018,,28/07/2022
10001143,CANTERBURY CHRIST CHURCH UNIVERSITY,Main provider,13/03/2017,,28/07/2022
10063359,THE CHIEF CONSTABLE OF CUMBRIA,Supporting provider,30/01/2018,,28/07/2022
10063365,THE CHIEF CONSTABLE OF AVON & SOMERSET,Supporting provider,30/01/2018,,28/07/2022
10082111,DAVID NIEPER LIMITED,Employer provider,16/10/2019,,28/07/2022
10056018,LINCOLNSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,Main provider,13/03/2017,,28/07/2022
10062100,CAUNTON ENGINEERING LIMITED,Employer provider,26/06/2020,,28/07/2022
10063331,THE CHIEF CONSTABLE OF SUSSEX,Employer provider,30/01/2018,,28/07/2022
10083564,SWIFTOOL PRECISION ENGINEERING LIMITED T/A SPE Ltd,Main provider,20/01/2020,,28/07/2022
10053047,IDVERDE LIMITED,Supporting provider,13/03/2017,,28/07/2022
10003234,IBM UNITED KINGDOM LIMITED T/A IBM UK Ltd,Employer provider,13/03/2017,,28/07/2022
10007623,WORCESTERSHIRE COUNTY COUNCIL,Employer provider,17/05/2017,,28/07/2022
10029120,THE FORWARD TRUST,Main provider,13/03/2017,,28/07/2022
10004123,TUI UK LIMITED,Employer provider,17/05/2017,,28/07/2022
10054802,RPC CONTAINERS LIMITED,Employer provider,31/03/2020,,28/07/2022
10004579,NEW COLLEGE SWINDON,Main provider,13/03/2017,,28/07/2022
10082565,MARY P'S LTD T/A Mary P's Training,Main provider,03/09/2020,,28/07/2022
10002463,FINNING (UK) LTD.,Employer provider,13/03/2017,,28/07/2022
10007848,UNIVERSITY OF CHESTER,Main provider,13/03/2017,,28/07/2022
10048106,UNIPRES (UK) LIMITED,Employer provider,13/03/2017,,28/07/2022
10063332,THE CHIEF CONSTABLE OF SURREY,Employer provider,30/01/2018,,28/07/2022
10048439,PETERBOROUGH SKILLS LIMITED T/A Peterborough Skills Academy,Main provider,13/03/2017,,28/07/2022
10004723,NORTH WEST TRAINING COUNCIL,Main provider,13/03/2017,,28/07/2022
10021306,NORTH WEST AMBULANCE SERVICE NATIONAL HEALTH SERVICE TRUST T/A North West Ambulance Service NHS Trust,Employer provider,13/03/2017,,28/07/2022
10065437,EXERTIS (UK) LTD,Employer provider,30/01/2018,,28/07/2022
10041501,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,Main provider,17/05/2017,,28/07/2022
10008054,20/20 BUSINESS INSIGHT LIMITED,Supporting provider,30/01/2018,,28/07/2022
10004002,WANDSWORTH LONDON BOROUGH COUNCIL,Main provider,13/03/2017,,28/07/2022
10007767,UNIVERSITY OF KEELE T/A Keele University,Main provider,13/03/2017,,28/07/2022
10084937,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,Employer provider,24/04/2020,,28/07/2022
10028200,TYNE AND WEAR FIRE AND RESCUE AUTHORITY T/A Tyne and Wear Fire and Rescue Service,Employer provider,12/11/2019,,28/07/2022
